a,b,c,d
-0.92711787,0.216953772,0.005461143,0.00026461
-0.560867419,0.487860663,0.007506891,0.003022541
6.17E-17,0.590371131,-2.09E-17,0.005356505
0.560867419,0.487860663,-0.007506891,0.003022541
0.92711787,0.216953772,-0.005461143,0.00026461
