.0042174157895344955, .010808006763240717
.022088025214301199, .024857274447484961
.053698766751222093, .038212865127444658
.098147520513738429, .050471022053143702
.15415647846982339, .061277603355739292
.22011458446302623, .070321457335325438
.29412441926857869, .077342337563132788
.37405688715424723, .08213824187291649
.45761249347913235, .084571191481571925
.54238750652086765, .084571191481571925
.62594311284575277, .08213824187291649
.70587558073142131, .077342337563132788
.77988541553697377, .070321457335325438
.84584352153017661, .061277603355739292
.90185247948626157, .050471022053143702
.94630123324877791, .038212865127444658
.9779119747856988, .024857274447484961
.9957825842104655, .010808006763240717
